#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
1010	IPR004551	Diphthine synthase	HMMTigr	TIGR00522	dph5: diphthine synthase	1	1,	272,	1.6e-110
1010	IPR000878	Tetrapyrrole methylase	superfamily	SSF53790	Tetrapyrrole methylase	1	1,	279,	8.7e-50
1047	IPR001810	Cyclin-like F-box	HMMPfam	PF00646	F-box	1	30,	77,	9.8e-07
1065	IPR005178	Protein of unknown function DUF300	HMMPfam	PF03619	DUF300	1	11,	294,	1.5e-127
1067	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	364,	399,	0.00011
1089	IPR000679	Zinc finger, GATA-type	FPrintScan	PR00619	GATAZNFINGER	2	265,283,	282,300,	4.1e-10,4.1e-10
1089	IPR000679	Zinc finger, GATA-type	HMMPfam	PF00320	GATA	2	112,269,	146,303,	2e-16,8.4e-20
1089	IPR000679	Zinc finger, GATA-type	HMMSmart	SM00401	no description	2	106,263,	156,313,	7.3e-21,3.3e-23
1089	IPR000679	Zinc finger, GATA-type	ProfileScan	PS50114	GATA_ZN_FINGER_2	2	106,269,	161,316,	23.212,26.785
1089	IPR000679	Zinc finger, GATA-type	ScanRegExp	PS00344	GATA_ZN_FINGER_1	2	112,269,	136,293,	8e-5,8e-5
1117	IPR013094	Alpha/beta hydrolase fold-3	HMMPfam	PF07859	Abhydrolase_3	1	96,	319,	5.4e-39
1121	IPR001199	Cytochrome b5	BlastProDom	PD000612	Q7S8J5_NEUCR_Q7S8J5;	1	7,	76,	8e-29
1121	IPR001199	Cytochrome b5	FPrintScan	PR00363	CYTOCHROMEB5	3	25,35,50,	35,49,57,	6.3e-08,6.3e-08,6.3e-08
1121	IPR001199	Cytochrome b5	HMMPfam	PF00173	Cyt-b5	1	2,	77,	4.2e-24
1121	IPR000262	FMN-dependent alpha-hydroxy acid dehydrogenase	HMMPfam	PF01070	FMN_dh	1	118,	460,	6.2e-181
1121	IPR001199	Cytochrome b5	ProfileScan	PS50255	CYTOCHROME_B5_2	1	1,	77,	24.881
1121	IPR001199	Cytochrome b5	ScanRegExp	PS00191	CYTOCHROME_B5_1	1	31,	38,	NA
1121	IPR008259	FMN-dependent alpha-hydroxy acid dehydrogenase, active site	ScanRegExp	PS00557	FMN_HYDROXY_ACID_DH	1	351,	357,	8e-5
1121	IPR001199	Cytochrome b5	superfamily	SSF55856	Cytochrome b5-like heme/steroid binding domain	1	2,	89,	1.3e-26
1124	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	41,	81,	6.3e-09
1124	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	323,	422,	3.4e-26
1124	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	37,	82,	3.1e-11
1124	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	42,	73,	10.733
1124	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	42,	71,	8e-5
1124	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	30,	85,	7e-10
1126	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	4	98,105,113,125,	104,111,123,136,	0.06,0.06,0.06,0.06
1126	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	97,	135,	3.5e-11
1126	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	503,	623,	2e-06
1126	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	93,	136,	3.6e-10
1126	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	98,	127,	9.864
1126	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	86,	139,	2.8e-13
1128	IPR006680	Amidohydrolase 1	HMMPfam	PF01979	Amidohydro_1	1	76,	413,	7.4e-61
1128	IPR014311	Guanine deaminase	HMMTigr	TIGR02967	guan_deamin: guanine deaminase	1	22,	464,	6.5e-118
1128	IPR011059	Metal-dependent hydrolase, composite	superfamily	SSF51338	Composite domain of metallo-dependent hydrolases	2	21,376,	88,469,	0.0046,0.00042
1154	IPR001453	Molybdopterin binding	BlastProDom	PD002460	Q7SEH9_NEUCR_Q7SEH9;	1	443,	591,	2e-67
1154	IPR001453	Molybdopterin binding	HMMPfam	PF00994	MoCF_biosynth	2	8,438,	155,588,	8.5e-21,4.4e-50
1154	IPR005110	MoeA, N-terminal, domain I and II	HMMPfam	PF03453	MoeA_N	1	252,	425,	4.1e-47
1154	IPR005111	MoeA, C-terminal, domain IV	HMMPfam	PF03454	MoeA_C	1	601,	673,	3.3e-13
1154	IPR001453	Molybdopterin binding	HMMTigr	TIGR00177	molyb_syn: molybdenum cofactor synthesis do	2	4,434,	152,584,	7.2e-25,9.8e-35
1154	IPR008284	Molybdenum cofactor biosynthesis, conserved site	ScanRegExp	PS01078	MOCF_BIOSYNTHESIS_1	1	72,	85,	NA
1154	IPR008284	Molybdenum cofactor biosynthesis, conserved site	ScanRegExp	PS01079	MOCF_BIOSYNTHESIS_2	1	513,	548,	NA
1154	IPR001453	Molybdopterin binding	superfamily	SSF53218	Molybdenum cofactor biosynthesis proteins	2	3,435,	163,596,	1.1e-33,2.9e-35
1154	IPR005111	MoeA, C-terminal, domain IV	superfamily	SSF63867	MoeA C-terminal domain-like	1	597,	675,	9.4e-22
1154	IPR005110	MoeA, N-terminal, domain I and II	superfamily	SSF63882	MoeA N-terminal region -like	1	247,	434,	2.9e-42
1177	IPR001609	Myosin head, motor region	HMMPfam	PF00063	Myosin_head	1	19,	761,	2.2e-175
1177	IPR001199	Cytochrome b5	HMMPfam	PF00173	Cyt-b5	2	946,1081,	1080,1182,	3.6e-11,0.086
1177	IPR004835	Fungal chitin synthase	HMMPfam	PF03142	Chitin_synth_2	1	1204,	1735,	0
1177	IPR014876	DEK C terminal	HMMPfam	PF08766	DEK_C	1	1802,	1855,	7.5e-21
1177	IPR001609	Myosin head, motor region	HMMSmart	SM00242	no description	1	5,	772,	1e-111
1177	IPR001199	Cytochrome b5	ProfileScan	PS50255	CYTOCHROME_B5_2	1	944,	1004,	12.018
1177	IPR002078	RNA polymerase sigma factor 54, interaction	ScanRegExp	PS00675	SIGMA54_INTERACT_1	1	99,	112,	NA
1177	IPR001199	Cytochrome b5	superfamily	SSF55856	Cytochrome b5-like heme/steroid binding domain	1	936,	1004,	2e-14
1178	IPR001609	Myosin head, motor region	HMMPfam	PF00063	Myosin_head	3	21,164,505,	107,384,603,	4e-05,3.2e-50,1.3e-18
1178	IPR001199	Cytochrome b5	HMMPfam	PF00173	Cyt-b5	1	795,	922,	1.8e-09
1178	IPR004835	Fungal chitin synthase	HMMPfam	PF03142	Chitin_synth_2	1	1044,	1572,	0
1178	IPR014876	DEK C terminal	HMMPfam	PF08766	DEK_C	1	1712,	1766,	7.6e-20
1178	IPR001609	Myosin head, motor region	HMMSmart	SM00242	no description	1	39,	601,	2.3e-05
1178	IPR001199	Cytochrome b5	superfamily	SSF55856	Cytochrome b5-like heme/steroid binding domain	2	792,919,	856,954,	1.6e-11,0.0039
1208	IPR008389	ATPase, V0 complex, subunit E	HMMPfam	PF05493	ATP_synt_H	1	9,	72,	1.9e-08
1216	IPR013096	Cupin 2, conserved barrel	HMMPfam	PF07883	Cupin_2	1	99,	172,	5.6e-18
1216	IPR011051	Cupin, RmlC-type	superfamily	SSF51182	RmlC-like cupins	2	45,195,	194,324,	5.1e-27,1.3e-06
1233	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	9,	31,	NA
1234	IPR011008	Dimeric alpha-beta barrel	superfamily	SSF54909	Dimeric alpha+beta barrel	1	114,	196,	0.02
1272	IPR001395	Aldo/keto reductase	BlastProDom	PD000288	AR73_HUMAN_O95154;	1	26,	311,	3e-49
1272	IPR001395	Aldo/keto reductase	FPrintScan	PR00069	ALDKETRDTASE	3	40,100,131,	64,118,148,	8.4e-09,8.4e-09,8.4e-09
1272	IPR001395	Aldo/keto reductase	HMMPfam	PF00248	Aldo_ket_red	1	12,	315,	3.1e-22
1272	IPR001395	Aldo/keto reductase	superfamily	SSF51430	NAD(P)-linked oxidoreductase	1	9,	313,	3.4e-66
1280	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	23,	399,	2.1e-28
1280	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	19,	479,	10.931
1280	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	479,	1.1e-38
1304	IPR006964	NUDE protein, C-terminal	HMMPfam	PF04880	NUDE_C	1	131,	316,	1.2e-11
1313	IPR008217	Protein of unknown function DUF125, transmembrane	HMMPfam	PF01988	DUF125	1	12,	258,	4.1e-12
1348	IPR001135	NADH-ubiquinone oxidoreductase, chain 49kDa	HMMPfam	PF00346	Complex1_49kDa	1	201,	471,	5.3e-224
1348	IPR010219	NADH dehydrogenase I, D subunit	HMMTigr	TIGR01962	NuoD: NADH dehydrogenase (quinone), D subuni	1	86,	471,	9.2e-247
1348	IPR014029	NADH-ubiquinone oxidoreductase, chain 49kDa, conserved site	ScanRegExp	PS00535	COMPLEX1_49K	1	124,	135,	8e-5
1351	IPR008688	ATPase, F0 complex, subunit B, mitochondrial	HMMPfam	PF05405	Mt_ATP-synt_B	1	72,	234,	3.5e-76
1357	IPR000243	Peptidase T1A, proteasome beta-subunit	FPrintScan	PR00141	PROTEASOME	3	37,157,168,	52,168,179,	1e-07,1e-07,1e-07
1357	IPR001353	20S proteasome, A and B subunits	HMMPfam	PF00227	Proteasome	1	26,	207,	7.5e-63
1385	IPR001373	Cullin, N-terminal region	HMMPfam	PF00888	Cullin	1	52,	749,	4e-197
1385	IPR016158	Cullin homology	HMMSmart	SM00182	no description	1	495,	655,	1.1e-47
1385	IPR016158	Cullin homology	ProfileScan	PS50069	CULLIN_2	1	465,	719,	50.805
1385	IPR016159	Cullin repeat-like	superfamily	SSF74788	Cullin repeat	1	48,	467,	7.1e-91
1385	IPR016158	Cullin homology	superfamily	SSF75632	Cullin homology domain	1	459,	759,	3.4e-75
1393	IPR004342	EXS, C-terminal	HMMPfam	PF03124	EXS	1	192,	379,	5.6e-44
1421	IPR003957	Transcription factor, CBFA/NFYB, DNA topoisomerase	FPrintScan	PR00615	CCAATSUBUNTA	3	78,97,116,	96,115,134,	4.7e-24,4.7e-24,4.7e-24
1421	IPR003958	Transcription factor CBF/NF-Y/archaeal histone	HMMPfam	PF00808	CBFD_NFYB_HMF	1	49,	114,	1.6e-38
1421	IPR003956	Transcription factor, NFYB/HAP3, conserved site	ScanRegExp	PS00685	NFYB_HAP3	1	81,	97,	8e-5
1421	IPR009072	Histone-fold	superfamily	SSF47113	Histone-fold	1	47,	196,	2.3e-38
1426	IPR007583	GRASP55/65	HMMPfam	PF04495	GRASP55_65	1	77,	335,	1.9e-21
1426	IPR001478	PDZ/DHR/GLGF	superfamily	SSF50156	PDZ domain-like	2	45,98,	92,184,	0.011,2.5e-05
1449	IPR004837	Sodium/calcium exchanger membrane region	HMMPfam	PF01699	Na_Ca_ex	2	116,825,	246,978,	1.8e-31,9.7e-29
1449	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	15,	269,	0.013
1455	IPR011769	Adenylate/cytidine kinase, N-terminal	BlastProDom	PD000657	Q7SEK2_NEUCR_Q7SEK2;	1	107,	142,	4e-11
1455	IPR000850	Adenylate kinase	FPrintScan	PR00094	ADENYLTKNASE	5	108,136,191,239,256,	121,150,207,254,270,	1.9e-25,1.9e-25,1.9e-25,1.9e-25,1.9e-25
1455	IPR000850	Adenylate kinase	HMMPfam	PF00406	ADK	1	109,	270,	3.8e-65
1455	IPR006266	UMP-CMP kinase	HMMTigr	TIGR01359	UMP_CMP_kin_fam: UMP-CMP kinase famil	1	106,	292,	4.9e-92
1455	IPR000850	Adenylate kinase	ScanRegExp	PS00113	ADENYLATE_KINASE	1	191,	202,	8e-5
1457	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7SEK0_NEUCR_Q7SEK0;	1	284,	550,	2e-127
1457	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	284,	550,	8e-107
1457	IPR000253	Forkhead-associated	HMMPfam	PF00498	FHA	1	193,	262,	1.2e-12
1457	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	284,	550,	4.1e-16
1457	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	284,	550,	5.9e-110
1457	IPR000253	Forkhead-associated	HMMSmart	SM00240	no description	1	192,	245,	7.7e-12
1457	IPR000253	Forkhead-associated	ProfileScan	PS50006	FHA_DOMAIN	1	193,	245,	14.405
1457	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	284,	550,	53.742
1457	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	290,	313,	8e-5
1457	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	405,	417,	8e-5
1457	IPR008984	SMAD/FHA domain	superfamily	SSF49879	SMAD/FHA domain	1	100,	301,	2.5e-32
1457	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	270,	551,	5.5e-90
1459	IPR000008	C2 calcium-dependent membrane targeting	FPrintScan	PR00360	C2DOMAIN	2	932,958,	944,971,	3.2,3.2
1459	IPR000008	C2 calcium-dependent membrane targeting	HMMPfam	PF00168	C2	1	917,	998,	1.1e-22
1459	IPR000008	C2 calcium-dependent membrane targeting	HMMSmart	SM00239	no description	1	916,	1013,	3e-16
1459	IPR000008	C2 calcium-dependent membrane targeting	ProfileScan	PS50004	C2	1	916,	998,	13.416
1459	IPR014770	Munc13 homology 1	ProfileScan	PS51258	MHD1	1	693,	819,	25.739
1459	IPR014772	Munc13 homology 2	ProfileScan	PS51259	MHD2	1	1112,	1234,	24.649
1459	IPR008973	C2 calcium/lipid-binding region, CaLB	superfamily	SSF49562	C2 domain (Calcium/lipid-binding domain, CaLB)	1	910,	1035,	1.9e-30
1473	IPR000602	Glycoside hydrolase, family 38, core	HMMPfam	PF01074	Glyco_hydro_38	1	282,	547,	3.3e-133
1473	IPR011682	Glycosyl hydrolases 38, C-terminal	HMMPfam	PF07748	Glyco_hydro_38C	1	659,	1074,	6.6e-111
1473	IPR015341	Glycoside hydrolase, family 38, central region	HMMPfam	PF09261	Alpha-mann_mid	1	552,	631,	4.1e-45
1473	IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	superfamily	SSF88713	Glycoside hydrolase/deacetylase	1	257,	468,	1.2e-82
1478	IPR000938	Cytoskeleton-associated protein, CAP-Gly	HMMPfam	PF01302	CAP_GLY	1	92,	161,	2.7e-19
1478	IPR000938	Cytoskeleton-associated protein, CAP-Gly	ProfileScan	PS50245	CAP_GLY_2	1	110,	156,	15.019
1478	IPR001220	Legume lectin, beta domain	ScanRegExp	PS00307	LECTIN_LEGUME_BETA	1	120,	126,	NA
1483	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q6S4V9_CRYPV_Q6S4V9;	2	343,656,	587,681,	2e-83,0.003
1483	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	343,	682,	1.8e-71
1483	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	343,	682,	1.4e-06
1483	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	343,	682,	3.1e-80
1483	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	343,	682,	40.047
1483	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	349,	372,	8e-5
1483	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	465,	477,	8e-5
1483	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	329,	713,	2.2e-81
1510	IPR001804	Isocitrate/isopropylmalate dehydrogenase	HMMPfam	PF00180	Iso_dh	1	5,	317,	4.1e-153
1510	IPR004429	3-isopropylmalate dehydrogenase	HMMTigr	TIGR00169	leuB: 3-isopropylmalate dehydrogenase	1	5,	317,	1.2e-158
1510	IPR001804	Isocitrate/isopropylmalate dehydrogenase	ScanRegExp	PS00470	IDH_IMDH	1	206,	225,	8e-5
1511	IPR006861	Hyaluronan/mRNA binding protein	HMMPfam	PF04774	HABP4_PAI-RBP1	1	108,	203,	4.2e-11
1515	IPR001202	WW/Rsp5/WWP	HMMPfam	PF00397	WW	1	104,	134,	0.00038
1515	IPR001202	WW/Rsp5/WWP	HMMSmart	SM00456	no description	1	103,	136,	3.7e-05
1515	IPR001202	WW/Rsp5/WWP	ProfileScan	PS50020	WW_DOMAIN_2	1	102,	136,	12.334
1515	IPR001202	WW/Rsp5/WWP	ScanRegExp	PS01159	WW_DOMAIN_1	1	108,	134,	NA
1515	IPR001202	WW/Rsp5/WWP	superfamily	SSF51045	WW domain	1	94,	135,	3.3e-07
1536	IPR004299	Membrane bound O-acyl transferase, MBOAT	HMMPfam	PF03062	MBOAT	1	196,	484,	2.2e-09
1576	IPR005290	Ribosomal protein S15, bacterial-type	BlastProDom	PD157043	Q6UNN1_EEEEE_Q6UNN1;	1	237,	307,	2e-28
1576	IPR000589	Ribosomal protein S15	HMMPfam	PF00312	Ribosomal_S15	1	237,	308,	6e-14
1576	IPR009068	S15/NS1, RNA-binding	superfamily	SSF47060	S15/NS1 RNA-binding domain	1	232,	307,	6.4e-18
1589	IPR000192	Aminotransferase, class V/Cysteine desulphurase	HMMPfam	PF00266	Aminotran_5	1	10,	369,	2.8e-10
1589	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	9,	377,	1.3e-84
1604	IPR008144	Guanylate kinase	HMMPfam	PF00625	Guanylate_kin	1	44,	148,	4.6e-41
1604	IPR008145	Guanylate kinase/L-type calcium channel region	HMMSmart	SM00072	no description	1	7,	193,	1.4e-72
1604	IPR017665	Guanylate kinase, sub-group	HMMTigr	TIGR03263	guanyl_kin: guanylate kinase	1	8,	191,	5.1e-86
1604	IPR008144	Guanylate kinase	ProfileScan	PS50052	GUANYLATE_KINASE_2	1	8,	190,	40.086
1604	IPR008144	Guanylate kinase	ScanRegExp	PS00856	GUANYLATE_KINASE_1	1	43,	60,	NA
1670	IPR008985	Concanavalin A-like lectin/glucanase	superfamily	SSF49899	Concanavalin A-like lectins/glucanases	2	1,91,	323,222,	2.3e-09,1.8e-15
1677	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	70,	479,	7.7e-31
1677	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	63,	522,	19.863
1677	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	38,	522,	9.4e-47
1684	IPR012908	PGAP1-like	HMMPfam	PF07819	PGAP1	1	108,	316,	0.00046
1684	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	2	937,1143,	1184,1485,	4.8e-19,2.1e-05
1689	IPR001631	DNA topoisomerase I, C-terminal	FPrintScan	PR00416	EUTPISMRASEI	6	383,497,521,543,602,818,	392,516,535,559,616,829,	5.4e-48,5.4e-48,5.4e-48,5.4e-48,5.4e-48,5.4e-48
1689	IPR013500	DNA topoisomerase I, catalytic core, eukaryotic-type	HMMPfam	PF01028	Topoisom_I	1	455,	695,	1.5e-138
1689	IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type	HMMPfam	PF02919	Topoisom_I_N	1	228,	452,	2.2e-142
1689	IPR013499	DNA topoisomerase I, C-terminal, eukaryotic-type	HMMSmart	SM00435	no description	1	383,	838,	5.4e-301
1689	IPR011010	DNA breaking-rejoining enzyme, catalytic core	superfamily	SSF56349	DNA breaking-rejoining enzymes	1	454,	866,	7.7e-87
1689	IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type	superfamily	SSF56741	Eukaryotic DNA topoisomerase I, N-terminal DNA-binding fragment	1	213,	453,	5.8e-100
1704	IPR006816	Engulfment and cell motility, ELM	HMMPfam	PF04727	ELMO_CED12	1	256,	442,	8.2e-14
1704	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	4,	221,	2.5e-06
1737	IPR001683	Phox-like	HMMPfam	PF00787	PX	1	5,	116,	6e-15
1737	IPR000727	Target SNARE coiled-coil region	HMMPfam	PF05739	SNARE	1	306,	364,	3.4e-14
1737	IPR001683	Phox-like	HMMSmart	SM00312	no description	1	5,	116,	8.3e-14
1737	IPR000727	Target SNARE coiled-coil region	HMMSmart	SM00397	no description	1	296,	363,	1.6e-12
1737	IPR000727	Target SNARE coiled-coil region	ProfileScan	PS50192	T_SNARE	1	301,	363,	18.148
1737	IPR001683	Phox-like	ProfileScan	PS50195	PX	1	4,	119,	14.073
1737	IPR010989	t-SNARE	superfamily	SSF47661	t-snare proteins	1	276,	357,	0.0056
1737	IPR001683	Phox-like	superfamily	SSF64268	PX domain	1	5,	119,	9.3e-22
1765	IPR001171	ERG4/ERG24 ergosterol biosynthesis protein	HMMPfam	PF01222	ERG4_ERG24	1	10,	485,	1.7e-248
1765	IPR001171	ERG4/ERG24 ergosterol biosynthesis protein	ScanRegExp	PS01017	STEROL_REDUCT_1	1	196,	211,	8e-5
1765	IPR001171	ERG4/ERG24 ergosterol biosynthesis protein	ScanRegExp	PS01018	STEROL_REDUCT_2	1	449,	472,	8e-5
1779	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	48,	86,	8.1e-07
1779	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	44,	88,	1.1e-05
1779	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	49,	79,	10.128
1779	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	49,	77,	8e-5
1779	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	37,	91,	1.7e-09
1889	IPR003137	Protease-associated PA	HMMPfam	PF02225	PA	1	120,	223,	3.8e-18
1889	IPR007484	Peptidase M28	HMMPfam	PF04389	Peptidase_M28	1	258,	427,	2.1e-50
1928	IPR000683	Oxidoreductase, N-terminal	HMMPfam	PF01408	GFO_IDH_MocA	1	107,	169,	3.7e-07
1928	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	24,	221,	2.4e-25
1945	IPR000560	Histidine acid phosphatase	HMMPfam	PF00328	Acid_phosphat_A	1	22,	347,	3.7e-07
1948	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	3	1,61,125,	22,88,154,	1.4,0.0024,7e-05
1948	IPR002110	Ankyrin	HMMSmart	SM00248	no description	3	23,56,122,	52,85,151,	3.2e+03,50,7.2
1948	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	2	61,125,	88,154,	8.603,9.244
1948	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	1,	187,	24.825
1948	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	1,	187,	8.5e-22
1995	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	HMMPfam	PF01053	Cys_Met_Meta_PP	1	18,	397,	6.1e-36
1995	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	HMMPIR	PIRSF001434	Cystathionine gamma-synthase	1	18,	400,	1.2e-73
1995	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	ScanRegExp	PS00868	CYS_MET_METAB_PP	1	204,	218,	8e-5
1995	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	6,	399,	4.9e-78
2021	IPR000569	HECT	HMMPfam	PF00632	HECT	1	3724,	4030,	1.2e-171
2021	IPR010309	E3 ubiquitin ligase, region of unknown function DUF908	HMMPfam	PF06012	DUF908	1	116,	510,	2e-62
2021	IPR010314	E3 ubiquitin ligase, region of unknown function DUF913	HMMPfam	PF06025	DUF913	1	566,	995,	6.6e-90
2021	IPR000569	HECT	HMMSmart	SM00119	no description	1	3692,	4030,	4e-166
2021	IPR000569	HECT	ProfileScan	PS50237	HECT	1	3694,	4030,	108.898
2021	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	2	118,1466,	3014,3285,	0.0014,0.004
2021	IPR000569	HECT	superfamily	SSF56204	Hect, E3 ligase catalytic domain	1	3670,	4023,	1.2e-128
2048	IPR014848	Rgp1	HMMPfam	PF08737	Rgp1	1	347,	746,	4.1e-151
2048	IPR014756	Immunoglobulin E-set	superfamily	SSF81296	E set domains	1	451,	515,	0.00012
2061	IPR001849	Pleckstrin-like	HMMPfam	PF00169	PH	1	1353,	1470,	1.5e-15
2061	IPR012966	Protein of unknown function DUF1709, fungi	HMMPfam	PF08174	DUF1709	1	1100,	1349,	4.8e-44
2061	IPR001849	Pleckstrin-like	HMMSmart	SM00233	no description	1	1350,	1472,	4.5e-11
2061	IPR001849	Pleckstrin-like	ProfileScan	PS50003	PH_DOMAIN	1	1349,	1470,	12.121
2068	IPR001452	Src homology-3	HMMPfam	PF00018	SH3_1	1	882,	929,	1.3e-05
2068	IPR001841	Zinc finger, RING-type	HMMPfam	PF00097	zf-C3HC4	1	16,	71,	6.4e-09
2068	IPR000433	Zinc finger, ZZ-type	HMMPfam	PF00569	ZZ	1	717,	772,	0.0034
2068	IPR001841	Zinc finger, RING-type	HMMSmart	SM00184	no description	1	16,	71,	8.8e-05
2068	IPR001452	Src homology-3	HMMSmart	SM00326	no description	1	873,	930,	2.4e-06
2068	IPR001452	Src homology-3	ProfileScan	PS50002	SH3	1	870,	931,	10.502
2068	IPR001841	Zinc finger, RING-type	ProfileScan	PS50089	ZF_RING_2	1	16,	72,	11.368
2068	IPR001841	Zinc finger, RING-type	ScanRegExp	PS00518	ZF_RING_1	1	32,	41,	8e-5
2068	IPR001452	Src homology-3	superfamily	SSF50044	SH3-domain	1	863,	928,	1e-09
2068	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	518,	582,	8.3e-05
2068	IPR011011	Zinc finger, FYVE/PHD-type	superfamily	SSF57903	FYVE/PHD zinc finger	1	712,	767,	0.0096
2073	IPR006094	FAD linked oxidase, N-terminal	HMMPfam	PF01565	FAD_binding_4	1	120,	259,	2.8e-49
2073	IPR004113	FAD-linked oxidase, C-terminal	HMMPfam	PF02913	FAD-oxidase_C	1	295,	555,	1.8e-65
2073	IPR016164	FAD-linked oxidase-like, C-terminal	superfamily	SSF55103	FAD-linked oxidases, C-terminal domain	1	269,	539,	1.2e-33
2073	IPR016166	FAD-binding, type 2	superfamily	SSF56176	FAD-binding domain	1	76,	296,	7.2e-70
2073	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	539,	566,	0.00046
